DIST LENGTH GENE
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	2
27	0
28	0
29	2
30	0
31	4
32	4
33	1
34	0
35	3
36	1
37	2
38	1
39	0
40	1
41	0
42	0
43	1
44	4
45	0
46	2
47	4
48	3
49	1
50	3
51	0
52	0
53	1
54	2
55	2
56	2
57	0
58	2
59	1
60	0
61	1
62	3
63	1
64	0
65	1
66	2
67	1
68	5
69	0
70	2
71	1
72	2
73	3
74	1
75	3
76	7
77	2
78	7
79	3
80	4
81	1
82	2
83	2
84	6
85	3
86	4
87	1
88	4
89	4
90	7
91	4
92	0
93	2
94	4
95	3
96	3
97	2
98	4
99	4
100	1
101	1
102	1
103	0
104	6
105	2
106	2
107	1
108	2
109	2
110	5
111	1
112	2
113	4
114	2
115	6
116	2
117	6
118	5
119	5
120	3
121	1
122	3
123	7
124	1
125	4
126	1
127	2
128	2
129	3
130	6
131	2
132	2
133	5
134	3
135	5
136	0
137	2
138	5
139	1
140	2
141	4
142	5
143	3
144	1
145	4
146	6
147	4
148	8
149	1
150	5
151	1
152	4
153	5
154	2
155	3
156	4
157	7
158	3
159	3
160	4
161	4
162	8
163	3
164	4
165	4
166	4
167	3
168	3
169	2
170	3
171	6
172	1
173	2
174	4
175	1
176	4
177	5
178	5
179	7
180	10
181	2
182	2
183	6
184	5
185	5
186	6
187	1
188	4
189	5
190	5
191	4
192	3
193	2
194	4
195	3
196	5
197	1
198	3
199	3
200	2
201	6
202	3
203	1
204	5
205	3
206	3
207	6
208	5
209	3
210	4
211	5
212	3
213	2
214	0
215	6
216	4
217	4
218	8
219	2
220	3
221	4
222	5
223	4
224	3
225	3
226	6
227	4
228	8
229	2
230	1
231	2
232	4
233	5
234	3
235	2
236	1
237	5
238	2
239	4
240	5
241	3
242	5
243	5
244	1
245	5
246	4
247	2
248	3
249	1
250	4
251	3
252	4
253	8
254	6
255	10
256	3
257	3
258	1
259	4
260	5
261	2
262	8
263	2
264	3
265	3
266	3
267	4
268	5
269	1
270	5
271	4
272	3
273	10
274	3
275	2
276	7
277	6
278	4
279	1
280	2
281	1
282	3
283	1
284	4
285	4
286	2
287	6
288	3
289	4
290	6
291	3
292	7
293	4
294	2
295	3
296	1
297	0
298	4
299	1
300	2
301	3
302	0
303	3
304	1
305	3
306	3
307	4
308	5
309	1
310	2
311	2
312	4
313	2
314	6
315	1
316	1
317	0
318	5
319	0
320	0
321	4
322	1
323	2
324	2
325	1
326	2
327	4
328	3
329	6
330	6
331	4
332	3
333	2
334	4
335	3
336	6
337	1
338	4
339	4
340	5
341	1
342	4
343	2
344	3
345	3
346	2
347	2
348	3
349	1
350	3
351	3
352	1
353	3
354	2
355	7
356	1
357	4
358	1
359	3
360	4
361	0
362	3
363	2
364	2
365	1
366	2
367	2
368	3
369	3
370	3
371	2
372	3
373	1
374	1
375	4
376	3
377	3
378	2
379	1
380	5
381	6
382	0
383	3
384	2
385	3
386	3
387	2
388	1
389	4
390	3
391	4
392	0
393	4
394	3
395	2
396	0
397	1
398	1
399	1
400	2
401	1
402	3
403	2
404	1
405	3
406	2
407	2
408	0
409	2
410	2
411	1
412	3
413	2
414	3
415	4
416	4
417	3
418	3
419	1
420	2
421	2
422	3
423	1
424	1
425	5
426	4
427	5
428	0
429	3
430	3
431	3
432	1
433	4
434	1
435	3
436	1
437	3
438	3
439	3
440	4
441	0
442	3
443	3
444	2
445	2
446	2
447	2
448	3
449	5
450	4
451	1
452	1
453	1
454	2
455	2
456	1
457	3
458	4
459	4
460	0
461	0
462	0
463	3
464	0
465	1
466	1
467	0
468	1
469	1
470	1
471	1
472	1
473	0
474	1
475	1
476	1
477	1
478	0
479	1
480	3
481	3
482	0
483	2
484	2
485	1
486	3
487	3
488	2
489	0
490	2
491	1
492	1
493	1
494	0
495	1
496	3
497	1
498	0
499	1
500	1
501	1
502	2
503	1
504	0
505	2
506	1
507	1
508	2
509	0
510	2
511	1
512	2
513	0
514	2
515	1
516	2
517	1
518	0
519	0
520	0
521	1
522	1
523	1
524	2
525	2
526	1
527	2
528	0
529	1
530	0
